"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"108-68-9"	"108-68-9"	0	1	0	1	3	0	0	0.25	0	2.00904	4.036242	12.45411	0.557704	3.16567	85.75694	0.866	0	0.068	0	0	0.024	-0.98	3.834145	2.976106	1.382351	0.291056	0.674582	1.236386	2.285601	0	3	0	2.5625	0	0.3541667	0.3541667	0	5.749512	11.126903	0	12.132734	19.913841	0	5.106527	0	0	-0.0625	-0.4375	0	-0.0625	-0.125	-0.4375	0	0	0.5	0	0	0.5	0.75	2.25	0	0	0.657735	0.379523	-0.096533	0.070206	0.258009	0	0.024706	-0.507946	0	0.027967	-0.507946	0	0.115604	0.293093	0	5.106527	0	0	0	0	5.749512	5.106527	0	0	0	5.749512	0	5.106527	0	0	0	6.066367	37.107112	0	5.749512	0	0	0	0	0	8.993889	2.208333	0	3.93	221	-1.39	-1.4	-6.21	4.59	6.07	0.73	1	-0.92	0.19	0	0	0	0	0	0	0	0	84	342	0.25	1	0	1.174	1.226	1.456738	2.17112	1.492887	1.237357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.993889	0	0	-0.4375	0	0	0	2.25	0.5	0	0	0	0.801039	0.130272	-0.507946	0.293093	11.126903	0	1	1	6	0	1	2.807355	0	0	0.408	2.900932	1.974599	3.835	1.382351	1.237357	1.277088	2.865577	0	0	-0.125	0	1	2.35	1	0	1.28519	1.962327	0	0	1.636364	0	9	0
"107-54-0"	"107-54-0"	0	1	0	0	7	0	0	0.75	1	1.4167	2.007039	12.45411	0.554634	3.759716	55.48687	1.615	0	0	0.079	0	0	-0.48	3.632253	3.224136	1.621053	0.257002	0.641642	1.162563	2.225275	0	0	0	0	0	-0.9085648	0.4546759	5.601051	12.338728	0	0	6.923737	13.847474	5.920434	6.42335	5.106527	-0.015625	-0.181818	-0.196429	-0.015625	-0.181818	-0.15625	-0.196429	0	0	0.5625	0	0	0.5625	1.227273	1.285714	0	0	0.490247	0.275237	-0.096357	0.05139	0.142817	0	0.044282	-0.377911	0	0.02331	-0.377911	0	0.12223	0.212168	0	10.707578	0	0	0	0	0	5.106527	0	5.917906	0	12.343784	0	5.106527	0	0	6.42335	19.767909	19.262465	0	5.601051	0	0	0	0	0	9.2575	-0.9085648	5.724722222	5.726805556	146	0.62	-0.92	-4.8	5.6	4.53	0.65	1	-1.08	0.56	0	0	0	0	2	1	1	0	92	302	0.4	1.55	0	1.183	0.798	4.051915	2.330907	1.623954	1.141942	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9.2575	0	-0.015625	-0.196429	0	0	0	1.285714	0.5625	0	0	0	0.590079	0.124902	-0.377911	0.212168	27.192033	0	1	1	0	0	0	1	0.25	0	0.655	2.704111	1.895532	3.631	1.463108	1.228898	1.559752	2.902509	0	0	-0.15625	0.125	1.6666667	1.78	1	0	1.248907	2.298287	0	0	1.367089	0	9	0
"95-14-7"	"95-14-7"	0	0	3	2	0	0	1	0	0	0.9579	0.917572	12.67633	0.560736	2.95466	254.269	0.333	0.118	0.083	0	0.025	0.028	-1.38	4.004908	3.187307	1	0.402016	0.73735	1.530619	2.521641	0	0	0	0	0	0.9143519	0.9143519	0	0	11.033401	0	0	24.265468	15.410749	0	0	0.5	-0.076923	-1	0.5	-0.076923	-0.5	-1	0	0	0.4	0	0	0.4	0.923077	2	0	0	0.399993	0.298145	-0.091982	0.091982	0	0.088117	0.029375	0	-0.257546	0.062349	0	-0.068998	0.112419	0.191969	0	15.410749	0	0	11.033401	0	0	0	15.410749	0	0	0	11.033401	0	0	0	5.098682	17.346119	12.132734	5.516701	5.516701	0	0	0	0	0	10.19787	1.898148	0	0	350	-4.48	-0.78	-7.61	2.36	5.03	0.6	0	-0.87	0.29	0	0	0	0	0	0	0	0	79	366	0.25	0.943	0	1.401	1.742	0.579135	2.115964	1.283006	0.428571	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3.813148	0	0.5	-1	0	0	0	2	0.4	0	0	0	0.449515	0.138076	-0.257546	0.191969	0	0	1	2	10	0	1	3.459432	0	0	0.284	2.741757	1.952458	3.935	0.142857	0.142857	0.285714	2.807355	0	0	-0.5	0	1.2222222	1.44	3	0	1.059089	1.285714	2	0	2.16	0	9	0
"189003-92-7"	"189003-92-7"	1	2	5	5	14	2	3	0.291667	0	2.6003	6.76156	13.37461	0.473285	1.303081	48208160	2.317	0.118	0.265	0	0.102	0.109	-3.3	4.300018	4.104106	1.390951	0.297126	0.761533	1.733103	3.23847	1	3	-0.6380413	1.43517	1.2371593	-0.6380413	0.2718794	11.724401	11.937522	49.491321	26.785978	23.46952	12.263211	26.230228	5.733667	13.979489	-0.078724	-0.07147	0.060131	-0.117839	0.016152	0.008253	-0.067292	0.030496	0.000135	0.913908	0.787399	0.92113	0.734981	0.717041	0.889842	1.126848	0.784365	0.139003	0.094882	-0.155782	0.066207	0.147233	0.496357	0.18064	-0.273271	-0.36812	0.032944	-0.269362	-0.238591	0.251274	0.159168	16.192844	53.08195	17.760115	0	20.989069	10.208278	0	9.184952	14.450988	5.733667	37.623692	0	44.050897	10.633577	9.374394	0	11.336786	0	47.696171	5.516701	18.17984	5.90718	5.559267	0	16.38282157	33.36214854	4.064746	6.190741	2.529809719	4.074285066	360	-9.19	-4.53	-7.92	15.72	10.57	1.58	0	0.31	0.06	0	0	0	1	6	0	0	1	3533	20726	0.5	5.11	0	4.095	4.219	4.335018	3.518421	1.93353	0.701754	7	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	0	13.898612	-0.076385	-0.096042	-0.190727	-0.048221	0.016767	0.108685	0.597219	0.819802	0.953842	1.036653	1.106794	0.619394	0.162634	-0.36812	0.251274	5.563451	0	1	7	21	1	1	4.584963	0	0	2.403	3.667277	2.114651	4.063	0.574647	0.491228	0.491228	4.441939	0	1	0.057117	0.030188	1.0909091	2.73	9	1	1.792714	2.59442	4	0	2	1	33	0
"90-72-2"	"90-72-2"	0	1	3	1	13	0	0	0.6	0	1.577	2.486929	12.53605	0.845601	3.130021	9418.236	1.955	0	0.056	0	0	0.021	-1.1	3.907641	3.38247	2.643217	0.245366	0.521465	1.355297	2.176043	0	4	0	3.68408	0	0.4350983	0.4350983	0	5.749512	30.761172	5.563451	0	28.190688	40.927807	0	5.106527	-0.278007	-0.005303	0.270604	-0.272636	-0.006196	-0.260491	0.269841	0.619909	0.229262	1.083992	1.765747	0.071769	1.068606	0.673332	0.70555	1.772179	0	0.31036	0.179338	-0.12573	0.04953	0.257333	0.279169	0.024512	-0.50728	-0.305146	0.039406	-0.50728	-0.305004	0.124087	0.293126	0	62.092288	19.634269	0	0	0	5.749512	5.106527	14.699729	0	42.286032	5.749512	0	19.806257	0	0	0	0	59.982218	0	5.749512	0	0	0	0	6.29873772	10.37821	3.248981	0	2.404958428	323	-6.76	-2.4	-9.06	7.5	9.91	0.84	0	-0.25	0.82	0	0	0	0	6	0	0	0	710	3891	0.375	2.516	0	1.512	2.22	5.185071	3.210484	1.702523	2.583328	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	10.378207	0.631821	-0.345392	0.258388	-0.908428	0.256481	-0.763027	0.703625	1.292862	1.664831	0.020834	2.562337	0.800406	0.1295	-0.50728	0.293126	16.690354	0	1	4	6	0	1	2.807355	0	0	1.175	3.377034	1.999506	3.895	2.46355	2.283884	1.984439	2.880345	0	0	-0.260723	-0.42826	0.7368421	0.82	4	0	1.701464	3.347519	0	0	1.605634	0	19	0
"138-22-7"	"138-22-7"	0	3	0	0	8	1	0	0.857143	1	0.7105	0.50481	13.2074	0.469054	3.222476	133.5093	0.569	0	0	0	0	0	-0.57	3.550723	3.305565	1.411429	0.293802	0.692161	1.347073	2.413891	1	0	-0.5338426	0	0	-0.9890221	0.4168981	12.073272	6.606882	12.841643	6.923737	0	6.923737	4.736863	5.106527	4.794537	-0.206349	-0.095238	-0.285714	-0.206349	-0.095238	0.216931	-0.285714	-0.285714	0	0.952381	0.857143	1.071429	0.952381	1.071429	1.071429	0.857143	0	0.368156	0.265257	-0.179964	0.074103	0.422881	0	0.150206	-0.463784	0	0.023037	-0.249177	0	0.334158	0.211265	0	23.786681	9.5314	0	0	0	0	14.637928	0	0	6.606882	0	5.969305	9.84339	4.794537	0	0	13.344559	13.344559	6.606882	6.103966	0	0	5.969305	4.65490741	10.54542045	8.645679	0	0.863705593	3.824129819	186	-0.4	-0.56	-6.61	5.93	4.95	0.67	1	-0.97	0.63	0	0	0	0	4	0	1	0	143	343	0.428571	1.207	0	1.521	1.152	4.322705	2.528718	1.660668	0.896241	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10.54542	-0.285714	-0.206349	-0.285714	-0.285714	0	-0.285714	1.071429	0.952381	0.857143	1.071429	1.071429	0.797942	0.190454	-0.463784	0.334158	26.689118	0	1	3	0	0	0	1	0	0	0.209	2.849472	1.819814	3.468	1.015189	1.265189	1.265189	3.173533	0	0	0.216931	-0.142857	1.7	1.67	3	0	1.394516	2.171072	0	0	1.5	0	10	0
"111-40-0"	"111-40-0"	0	0	3	0	6	0	0	1	0	-1.5066	2.269844	12.86643	0.379101	2.447473	35.50961	0	0	0	0	0	0	-0.12	3.438907	3.114838	2.260964	0.295909	0.476862	1.278898	2.041446	0	0	0	0	0	0.6944444	0.6944444	0	13.089513	13.089513	0	0	0	5.316789	11.467335	0	-0.416667	-0.65	-0.416667	-0.416667	-0.65	1.041667	-0.416667	1.333333	0	1.166667	1.75	0	1.166667	1.4	1.166667	1.75	0	0.338469	0.125739	-0.324213	0.057214	0	0.315491	0.000159	0	-0.329208	0.043876	0	-0.314222	0.007499	0.122298	16.784124	26.179026	0	0	0	0	0	0	5.316789	11.467335	26.179026	0	0	16.784124	0	0	0	0	0	0	0	0	0	0	0	0	3.034722	10.33194	0	3.133333333	207	-0.64	0.98	-8.53	0	6.77	0.56	1	-1.07	0.47	0	0	0	0	4	0	0	0	56	91	0.5	0	0	1.052	0.891	5.88	2.08081	1.577357	1.5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.165972	1.333333	-0.416667	-0.416667	0	0	0	1.166667	1.166667	1.75	0	0	0.451506	0.202449	-0.329208	0.122298	0	0	3	3	0	0	0	0	0	0	0	2.580677	1.771496	3.399	1.5	1.975489	1.5	2.060964	0	0	1.041667	-1	1	-0.83	3	0	1.123013	2.280482	0	0	1.555556	0	7	0
"126-30-7"	"126-30-7"	0	2	0	0	6	0	0	1	0	-0.0028	8e-06	13.15043	0.517276	3.360435	26.83874	1.207	0	0	0.25	0	0	-0.08	3.562317	2.729836	1.948397	0.298368	0.54133	1.267444	2.078492	0	0	0	0	0	-0.3055556	0.04513889	0	0	0	0	13.847474	0	0	10.213055	0	-0.066667	0.05	2.5	-0.066667	0.05	-1	2.5	0	0	0.7	0	0	0.7	0.525	0	0	0	0.438502	0.232772	-0.225614	0.060164	0.313204	0	0.011352	-0.395729	0	0.023762	-0.395729	0	0.050358	0.210067	0	23.426819	0	0	0	0	0	10.213055	0	5.41499	13.213764	0	0	10.213055	0	0	0	13.847474	0	13.213764	0	0	0	0	0	0	16.86806	-0.3055556	0	3.6875	208	-1.17	1.03	-7.04	1.17	7.09	0.67	1	-1.18	0.91	0	0	0	0	2	0	0	0	44	137	0.5	1.707	0	1.106	0.782	2.595676	2.330907	1.248907	1.658409	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8.434028	0	-0.066667	2.5	0	0	0	0	0.7	0	0	0	0.605796	0.156539	-0.395729	0.210067	13.847474	0	2	2	0	0	0	0	0.25	0	0.763	2.554434	1.86411	3.56	2	2.058917	2.569943	2.29953	0	0	-1	0	1.1428571	-0.32	2	0	1.208726	2.169436	0	0	1.333333	0	7	0
"79277-27-3"	"79277-27-3"	0	6	5	2	11	4	2	0.25	0	0.54712	0.29934	14.9718	0.700937	2.185035	325819.6	2.526	0.118	0.068	0.051	0.102	0.011	-2.8	4.659354	4.090971	0.691175	0.397032	0.868296	2.083594	3.752963	2	5	-1.941407	-0.5071935	0	-4.302743	0.0449359	22.023711	0	18.446583	25.479965	4.722095	0	25.005587	4.736863	18.006871	-0.112428	-0.210103	-0.002938	-0.281658	0.314232	-0.443282	-0.074753	-0.123837	-0.003602	1.436335	0.886135	0.946767	1.068443	0.519461	1.111129	0.884837	0.986231	0.153308	0.114641	-0.202928	0.132345	0.635916	0.225322	0.455442	-0.466657	-0.275153	0.031245	-0.201052	-0.158297	0.348957	0.184942	14.775746	49.589747	14.760154	0	0	10.742876	6.010465	27.480597	19.67403	0	19.536384	6.010465	39.308836	9.473726	22.728966	14.951936	11.336786	0	18.370167	14.219595	15.597035	5.948339	10.023291	18.010885	35.64875606	34.41118081	3.541811	0	0	1.539704334	265	-9.89	-2.57	-10.24	8.2	9.54	0.63	0	-0.75	0.15	0	0	0	2	5	0	0	2	1591	8700	0.461538	4.358	0	3.717	2.872	4.388473	3.245425	1.567774	0.585912	0	0	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	0	0	1	12.274257	-0.10446	-0.369753	-0.165402	-0.028476	-0.076845	0.064066	1.013087	1.336443	0.874321	1.024494	1.035724	0.815614	0.301733	-0.466657	0.348957	15.496089	0	2	10	11	0	0	4	0.204	0	2.142	3.809646	1.739702	3.945	0.480649	0.480649	0.480649	4.556752	0	1	-0.398674	0.071356	1.2	1.56	13	0	1.440786	1.494964	0	0	1.714286	0	25	0
"2687-96-9"	"2687-96-9"	0	1	1	1	17	1	0	0.9375	0	4.5297	20.518182	12.34344	0.495373	1.770777	14829.71	0.402	0.118	0	0	0.079	0	-0.53	3.704386	3.532279	3.257269	0.209147	0.419869	1.1743	1.561656	1	0	0.3804853	0	0	0.3804853	0.3804853	0	5.90718	25.931156	64.208216	0	4.89991	6.923737	0	4.794537	-0.074146	0.244606	-0.031755	-0.072481	0.240789	-0.163469	-0.031534	-0.055184	-0.088294	0.734927	0.726517	0.78706	0.726637	0.75347	0.674152	0.72601	0.943813	0.279472	0.181154	-0.087586	0.035034	0.075577	0.117436	0.082976	-0.274913	-0.34269	0.023035	-0.274913	-0.34269	0.222132	0.049392	0	23.896602	4.794537	0	0	0	0	4.794537	4.89991	0	13.089513	0	5.90718	4.89991	0	0	0	64.711132	12.841643	0	0	5.90718	0	0	0	13.43796543	0	0	15.559813947	4.288401962	327	-3.96	-3.07	-6.9	27.39	8.52	0.77	0	0.06	0.01	0	0	0	0	11	0	0	1	876	2007	0.5	1.02	0	0.799	0.722	7.026892	3.180208	1.854757	2.32146	14	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	11.391588	-0.055572	-0.098019	-0.034383	-0.076581	-0.096273	-0.070234	0.674623	0.868357	0.732531	0.793575	0.865719	0.564822	0.086699	-0.34269	0.222132	83.973597	0	0	1	0	1	0	1	0	0	0.42	3.381467	1.940986	3.662	1.846332	1.595527	1.683745	2.357441	0	0	-0.158135	-0.046285	0.8888889	4.2	2	0	1.728988	4.053054	0	0	1.862069	1	18	0
"446-72-0"	"446-72-0"	0	5	0	3	4	1	1	0	0	2.5768	6.639898	13.008	0.631833	2.314179	39600.42	1.586	0	0.194	0	0	0.063	-2.95	4.105052	3.776421	1.300652	0.297367	0.734934	1.459148	2.872372	0	5	0	0.3898361	0	-0.4079261	0.00775463	5.42879	5.563451	6.066367	24.462264	12.132734	0	0	4.417151	20.114119	-0.030303	-0.125	0.288889	-0.030303	-0.125	-0.254902	0.288889	-0.037037	-0.407407	0.690909	1.151515	0.985185	0.690909	0.870833	0.928889	1.151515	1.407407	0.20947	0.120881	-0.2425	0.12125	1.070241	0	0.141999	-0.507966	0	0.063065	-0.288159	0	0.203751	0.293136	5.42879	15.319582	0	0	22.096147	0	17.248535	19.736733	0	0	0	28.375438	10.969244	19.736733	0	0	0	12.132734	17.696186	5.563451	34.480943	5.42879	0	0	5.28742654	12.38182115	28.41506	0.5221138	1.259848828	0	396	-8.88	-3.9	-9.67	9.57	9.25	1.29	0	-0.54	0.02	0	0	0	0	1	0	0	0	781	4690	0.454545	3.501	0	4.076	3.729	1.852184	3.052724	1.890659	1.008822	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	12.381821	-0.037037	-0.030303	0.288889	0.333333	-0.407407	0.333333	0.928889	0.690909	1.151515	0.985185	0.72381	0.801102	0.240931	-0.507966	0.293136	0	0	3	5	17	0	2	4.247928	0	0	1.033	3.404348	2.07794	4.051	0.333333	0.333333	0.333333	3.606239	0	0	-0.254902	-0.272727	0.9	2.96	5	0	1.470958	2.034519	2	0	1.875	0	20	0
"105-53-3"	"105-53-3"	0	4	0	0	8	2	0	0.714286	0	0.5027	0.252707	13.46118	0.44366	3.489962	209.9082	0.577	0	0	0	0	0	-1.06	3.572813	3.265438	1.783459	0.320745	0.60574	1.450908	2.218364	2	0	-1.072315	0	0	-0.5361574	0.289919	11.938611	0	0	0	13.847474	0	9.473726	0	9.589074	-0.371429	-0.071429	0.728571	-0.371429	-0.071429	-0.371429	0.728571	-0.685714	0.571429	1.178571	1.309524	1.571429	1.178571	1.071429	0.392857	1.309524	0	0.311324	0.211743	-0.249229	0.087963	0.560076	0	0.238554	-0.465545	0	0.026509	-0.251607	0	0.316635	0.070377	0	25.152375	19.0628	0	0	0	0	19.0628	0	0	13.213764	0	11.938611	9.473726	0	0	0	0	13.847474	13.213764	6.420822	0	0	11.938611	9.03816893	21.21047052	0	0	-0.29	3.947008692	208	-0.57	-0.82	-4.94	7.07	4.52	0.62	1	-1.12	0.87	0	0	0	0	4	0	0	0	184	487	0.5	0.742	0	1.936	1.687	5.387427	2.74309	1.647381	1.543903	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10.605235	-0.685714	-0.371429	0.728571	0.571429	0.571429	0.571429	0.392857	1.178571	1.309524	1.571429	0	0.78218	0.226975	-0.465545	0.316635	20.268296	0	0	4	0	0	0	1.584963	0	0	0.142	3.01334	1.694365	3.445	1.717816	1.717816	2	2.740103	0	0	-0.371429	-0.47619	1	0.96	4	0	1.501264	2.305198	0	0	1.534884	0	11	0
"69-74-9"	"69-74-9"	0	5	3	2	11	1	1	0.555556	0	-2.563	6.568969	13.53618	0.44893	2.319695	7816.794	1.348	0.079	0.068	0	0.045	0.017	-1.48	3.962225	3.628444	0.837314	0.368238	0.82936	1.806905	3.564735	0	1	0	0.05369759	1.0137963	-1.309931	0.05369759	36.836426	0	4.5671	12.263211	0	0	4.983979	15.577058	15.007592	-0.23442	-0.101547	-0.025264	-0.230112	-0.105014	0.011777	-0.028144	-0.123878	-0.364895	1.02132	0.986948	1.130854	1.014388	0.920078	1.033997	0.987839	1.228263	0.151905	0.135557	-0.287876	0.123375	0.634018	0.250753	0.215092	-0.393567	-0.383484	0.059233	-0.245505	-0.176087	0.351213	0.21082	11.423411	49.789441	4.736863	0	0	5.817863	0	20.056445	9.551078	0	12.340549	0	5.817863	25.790113	4.794537	4.983979	0	0	6.066367	6.606882	24.129762	0	0	5.689743	6.18780518	14.98930933	28.1537	4.629863	-3.266372827	-0.452501811	306	-9.66	-1.36	-9.87	0	9.38	0.55	0	-0.62	0.91	0	0	0	0	2	0	4	0	496	2780	0.444444	3.433	0	3.776	3.027	2.025663	2.937914	1.683049	0.266667	1	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	11.510871	-0.122244	-0.297979	0.022342	0.073596	-0.32024	0.071199	1.030135	1.126973	0.971268	1.084762	0.901461	0.74478	0.298675	-0.393567	0.351213	6.227901	0	4	8	6	1	0	3	0	0	1.034	3.065241	1.889911	3.839	0.2	0.133333	0.133333	4.069577	0	0	-0.074889	0.018531	1.4705882	-2.08	8	0	1.458877	1.342155	0	0	1.728814	1	17	0
"239110-15-7"	"239110-15-7"	6	1	2	2	11	1	1	0.142857	0	4.9906	24.906088	16.32696	0.811087	2.137363	90783.96	2.731	0	0.136	0.013	0	0.043	-1.5	4.043444	3.955678	0.822896	0.421717	0.833899	2.089269	3.47303	1	6	-0.5848476	-0.6989663	0	-4.538187	0.0683958	17.64693	6.196844	6.066367	12.132734	6.066367	0	10.300767	34.80282	17.965782	0.000964	-0.074758	0.011464	-0.035792	0.307625	-0.292497	-0.05985	-0.159348	-0.162762	0.602181	0.913222	0.87703	0.737375	0.634364	0.906324	0.929683	0.951701	0.193192	0.232925	-0.137859	0.099565	0.072462	0.186041	0.279956	-0.269188	-0.346234	0.055984	-0.269188	-0.257222	0.417442	0.16373	5.316789	10.891158	12.721055	15.0679	0	13.171245	0	17.965782	10.300767	0	0	0	40.709999	5.316789	0	13.171245	0	40.869187	18.199101	38.433487	0	0	5.90718	6.176299	37.57839805	15.68882606	2.564856	-0.8039028	-3.889533094	-0.169289809	349	-8.08	-5.14	-9.54	18.71	10.84	0.55	0	-0.15	0.1	3	0	0	0	3	0	0	1	1300	6393	0.5	4.718	0	3.713	3.427	4.277473	3.413791	1.843748	0.629348	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	12.526133	-0.088172	-0.024413	-0.090875	0.183547	0.295366	0.132884	1.179915	0.550079	1.36905	0.90994	0.628669	0.763676	0.199496	-0.346234	0.417442	21.615368	0	1	2	12	0	1	3.807355	0.289	0	1.662	3.498944	1.888892	3.851	0.54048	0.475964	0.475964	4.1313	0	0	-0.047153	-0.390581	1.1304348	3.41	9	3	1.456023	1.481166	0	0	1.693252	0	23	0
"289716-94-5"	"289716-94-5"	3	1	1	2	8	0	0	0.142857	0	4.6442	21.568594	15.16126	0.887515	2.287905	19458.28	1.298	0	0.136	0	0	0.048	-1.29	4.03966	3.836755	1.065147	0.359796	0.785001	1.782502	3.032792	0	6	0	2.437803	0	-0.2993162	0.2993162	0	28.089047	5.563451	12.132734	31.31314	0	5.316789	27.938743	4.390415	-0.008661	-0.09199	-0.013147	-0.082419	-0.200718	-0.216971	0.001295	-0.117026	-0.422677	0.545794	0.431442	0.848579	0.753438	1.046277	0.951355	0.392812	1.6355	0.358785	0.10334	-0.11579	0.063684	0.208831	0.099572	0.060385	-0.45698	-0.315551	0.039143	-0.45698	-0.315551	0.131623	0.12221	10.053652	7.047672	6.544756	10.045267	0	4.390415	11.499024	9.127278	5.316789	0	7.047672	11.499024	23.20188	10.053652	4.390415	0	0	23.20188	37.379507	10.045267	17.316245	0	0	0	18.90755425	0	3.839062	0.7301597	0	0.508348433	338	-6.59	-6.08	-6.83	16.8	10.56	0.55	0	0.05	0.08	2	0	0	0	4	0	0	0	736	3561	0.5	2.758	0	2.103	2.682	3.595914	3.268215	1.828321	0.54048	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.204437	-0.091487	-0.027324	-0.089461	0.023557	-0.194139	-0.330917	0.676341	0.618083	0.621725	0.680856	0.967325	0.588603	0.145365	-0.45698	0.131623	5.563451	0	1	2	12	0	2	3.70044	0	0	1.253	3.337101	1.943323	3.865	0.475964	0.346932	0.411448	3.88905	0	0	0.070639	0.228403	1.1052632	3.82	5	1	1.568053	1.921404	0	0	1.809524	0	19	0
