"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"140-08-9"	"140-08-9"	3	3	0	0	12	0	0	1	0	2.9795	8.87742	19.79969	0.475626	3.46799	758.5118	0.204	0	0	0	0	0	1.18	4.004302	3.63321	2.662737	0.413943	0.426611	1.922292	2.162292	0	0	0	0	0	-1.331651	0.4006257	8.602392	37.460656	0	0	0	0	0	48.374061	0	-0.190094	-0.422911	0.755997	-0.697512	0.238445	0.032217	-0.644809	-0.247779	0.744257	0.934711	0.895927	1.734535	1.62979	0.868334	1.581142	0.035958	0	0.23821	0.254499	-0.217596	0.068714	0.290165	0	0.020825	-0.311001	0	0.045958	-0.311001	0	0.069257	0.058473	0	37.460656	13.571241	0	0	0	0	13.571241	0	0	37.460656	0	43.405212	13.571241	0	0	34.80282	0	0	19.820646	0	0	0	8.602392	15.49967593	0	0	0	0	1.201877047	260	-2.4	-1.44	-6.43	12.91	8.41	0.57	0	-0.05	0.43	3	0	1	0	9	0	0	0	300	846	0.5	0.433	0	0.269	0.068	9.48349	3.557663	1.527419	2.001564	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.435812	-0.626353	-0.771727	0.565872	-0.104128	0.631322	-0.718062	0.061396	1.858997	1.040386	0.263616	0.395424	0.643269	0.154908	-0.311001	0.332268	0	0	0	3	0	0	0	0	0	0	0.194	3.63321	1.561461	3.409	2.241564	2.481564	2.001564	1.981119	0	0	-0.255136	-0.519288	0.6923077	1.34	7	0	1.527419	2.481564	0	0	1.659574	0	13	0
"78491-02-8"	"78491-02-8"	0	7	4	1	16	3	0	0.625	1	-3.6125	13.050156	13.90047	0.256801	3.033585	15284.45	1.14	0.064	0	0	0.029	0	-1.95	3.824024	3.457652	1.811347	0.36951	0.640919	1.863956	3.103815	3	0	-3.006178	0	0	-1.596111	0.3985837	51.058451	14.699729	0	0	0	5.316789	0	20.42611	14.383612	-0.444193	0.407948	0.238821	-0.431886	0.397595	-0.501366	0.235735	0.170661	0.077063	1.23658	1.315646	0.918925	1.221232	0.37704	0.733568	1.317483	1.204854	0.111878	0.098721	-0.305885	0.152943	0.761554	0.302645	0.387932	-0.37644	-0.315044	0.080433	-0.247695	-0.2365	0.332172	0.212489	5.316789	86.18429	4.794537	0	0	9.589074	0	34.809721	20.016518	0	26.923267	0	17.969409	25.742898	14.488984	0	0	0	0	0	26.923267	0	5.90718	12.062229	0	36.43515487	37.50194	0	-1.596111111	-3.501470852	272	-9.77	-0.57	-10.86	0	9.48	0.67	0	-0.96	0.97	0	0	0	0	5	0	1	5	659	4357	0.444444	3.493	0	4.816	3.898	2.579002	3.05066	1.511878	0.977717	4	0	0	0	1	0	0	0	0	3	0	0	4	3	0	0	0	0	0	0	11.822361	0.168939	-0.634865	0.276636	0.070727	-0.0311	0.041932	0.729667	1.485937	1.269954	0.8821	0.971584	0.708612	0.377962	-0.37644	0.332172	0	0	5	7	0	1	0	2	0	0	1.089	3.094952	1.665922	3.672	0.56833	0.363636	0.242424	3.233048	0	0	-0.542011	-0.297905	1.2105263	-1.81	11	0	1.465746	1.940579	0	0	1.605634	1	19	0
"56-37-1"	"56-37-1"	0	0	1	1	8	0	0	0.538462	0	3.0631	9.382582	12.15357	0.628964	2.740121	1638.294	0.911	0	0.102	0.112	0	0.032	-0.82	3.840005	3.58828	2.491736	0.214403	0.518033	1.108447	1.767924	0	1	0	1.456528	0	1.170972	1.170972	0	0	0	36.225508	0	0	51.103047	0	0	-0.230769	-0.162393	-0.066667	-0.230769	-0.162393	-0.036437	-0.066667	0.076923	0	2	0.538462	0	2	1.555556	0.933333	0.538462	0	0.486524	0.062898	-0.073206	0.061439	0	0.10275	0.046157	0	-0.320547	0.028806	0	-0.320547	0.104338	0.097953	0	24.1173	6.544756	0	0	0	0	4.483031	0	0	19.634269	0	0	4.483031	0	0	0	30.331835	20.771212	19.634269	6.544756	0	0	0	1.19842593	0	0	1.456528	0	11.706193311	244	-1.39	-4.42	-2.2	13.21	5.71	0.85	0	1.46	0.5	0	0	0	0	5	0	0	0	307	1365	0.428571	2.288	0	0.779	1.11	2.582768	2.899455	1.857185	1.918296	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.287639	0.076923	-0.230769	-0.066667	0.076923	0	0.076923	0.933333	2	0.538462	0	0	0.424885	0.089837	-0.320547	0.104338	26.334663	0	0	0	6	0	1	2.807355	0.125	0	1.849	2.899455	2.00852	3.833	1.765247	1.765247	1.987469	2.678189	0	0	-0.036437	-0.005917	0.8571429	-2.08	1	0	1.561878	3.402001	0	0	1.731959	0	14	0
"1609-47-8"	"1609-47-8"	0	5	0	0	8	2	0	0.666667	0	1.316	1.731856	13.82373	0.452213	3.489962	209.9082	0.577	0	0	0	0	0	-1.26	3.531223	3.265438	1.858074	0.345842	0.576972	1.519046	2.203071	2	0	-2.072315	0	0	-1.036157	0.164919	12.310731	0	0	0	13.847474	0	14.210589	0	9.589074	-0.633333	0.7	0.246667	-0.633333	0.7	-0.633333	0.246667	-0.633333	0.833333	1.466667	1.222222	1.466667	1.466667	0.333333	0.733333	1.222222	0	0.261299	0.311798	-0.237362	0.118681	0.566206	0	0.555604	-0.434157	0	0.026511	-0.202504	0	0.518063	0.070518	0	25.524495	14.210589	0	0	9.589074	0	23.799663	0	0	13.213764	0	12.310731	14.210589	9.589074	0	0	0	13.847474	13.213764	0	0	0	12.310731	12.60261338	20.76602608	0	0	-2.072314815	3.537008692	159	-0.76	-0.78	-4.25	8.83	4.16	0.62	1	-1.08	0.7	0	0	0	0	2	0	0	0	184	487	0.5	0.742	0	2.235	1.986	5.197666	2.74309	1.647381	1.726889	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10.383013	-0.633333	-0.633333	0.246667	0.833333	0.833333	0.833333	0.733333	1.466667	1.222222	1.466667	0	0.95222	0.338104	-0.434157	0.518063	13.847474	0	0	5	0	0	0	1.584963	0	0	0.082	2.988171	1.658216	3.316	1.595704	1.595704	1.78618	2.534244	0	0	-0.633333	-0.388889	1	0.79	5	0	1.109633	2.189246	0	0	1.534884	0	11	0
"528-29-0"	"528-29-0"	0	4	2	1	4	2	0	0	0	1.503	2.259009	13.673	0.494119	3.267076	475.3488	0.939	0	0.083	0	0	0.028	-1.98	3.878789	3.196062	1.5	0.47641	0.625	1.905639	2.25	0	2	0	-0.9675926	0	-0.7796296	0.4837963	21.221395	0	12.132734	12.132734	0	0	0	0	20.228637	0.48314	0.189469	-0.645108	0.474216	0.193759	-0.479604	-0.65001	0	0	0.284273	1.137852	0	0.289256	0.705977	1.550312	1.13958	0	0.225966	0.302524	-0.190359	0.114215	0.266436	0.009739	0.245904	-0.258087	0.069783	0.062531	-0.258087	0.069783	0.345528	0.069832	0	9.846622	0	0	0	11.374773	0	9.846622	0	0	0	0	11.374773	0	0	0	0	12.132734	0	9.846622	0	0	0	11.374773	0	18.89537037	20.45463	-0.9675926	0	0	317	-4.34	-3.1	-6.98	7.39	4.45	0.82	0	-0.86	0.07	0	0	0	0	2	0	0	0	188	916	0.4	1.943	0	3.301	2.621	1.364362	2.491063	1.113925	1.25	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	10.227315	0	0.598051	-0.562173	0	0	0	1.544065	0.241298	1.083813	0	0	0.603615	0.186972	-0.258087	0.345528	0	0	0	4	6	0	1	3.169925	0	0	0.393	3.143663	1.932041	3.824	1.5	1.25	1.375	2.5	0	0	-0.516638	0.136199	0.9166667	1.69	6	0	1.094308	1.75	0	0	1.636364	0	12	0
"13071-79-9"	"13071-79-9"	0	2	0	0	13	1	0	1	0	4.5063	20.30674	17.81813	0.505229	4.018684	1009.227	2.487	0	0	0.948	0	0	1.27	4.76446	3.893038	2.357445	0.314825	0.544008	1.627623	2.174139	0	0	0	0	0	-2.076227	0.2694371	5.693538	13.213764	5.084886	0	11.381725	25.609359	20.771212	20.85435	0	0.263425	-0.011364	-0.327976	-0.546731	0.409671	-0.219128	-0.042235	-0.46603	0.217645	0.773342	1.237557	0.964322	1.582865	0.948157	0.865773	0.751922	0	0.290327	0.223306	-0.110892	0.042651	0.207302	0	0.019025	-0.321949	0	0.02443	-0.321949	0	0.052005	0.056882	0	23.045672	20.85435	0	0	0	0	9.047494	0	0	18.29865	0	40.644003	9.047494	0	0	11.761885	32.152936	25.65433	13.213764	0	5.693538	0	0	11.34533281	0	0.9313272	-2.076227	0	11.763125079	315	-3.5	-4.77	-5.33	16.94	9.78	2.54	0	0.03	0.03	0	0	1	3	7	0	0	0	412	1509	0.5	2.186	0	1.504	3.389	9.015633	3.109594	1.65005	1.799833	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.537948	-0.244414	-0.263906	-0.191376	0.049982	0.049982	0.217645	1.491376	1.699495	1.272291	0.574044	0	0.569577	0.125302	-0.321949	0.247628	34.618686	0	0	5	0	0	0	1	0.53	0	4.591	3.218548	1.786994	3.721	1.799833	1.799833	1.799833	2.81248	2	0	0.095373	-0.121022	1.1333333	4.48	6	0	1.631329	2.995786	0	0	1.5	0	15	0
"99-07-0"	"99-07-0"	0	1	1	1	4	0	0	0.25	0	1.4582	2.126347	12.6094	0.633016	2.955064	178.1928	0.789	0	0.083	0	0	0.028	-1.18	3.821306	3.197614	1.214751	0.327248	0.723437	1.437377	2.239018	0	2	0	1.325185	0	0.3112963	0.3112963	0	5.749512	5.687386	0	12.132734	31.127988	0	5.106527	0	-0.146487	-0.118237	0.289526	-0.1431	-0.117332	-0.178283	0.281838	0	0	0.76869	2.19437	0	0.759502	0.843163	0.948012	2.211664	0	0.507608	0.292933	-0.20011	0.062534	0.257948	0.142545	0.02047	-0.507886	-0.377552	0.0456	-0.507886	-0.377552	0.117143	0.293094	4.89991	19.201871	0	0	0	5.687386	5.749512	5.106527	0	0	18.995254	5.749512	5.687386	10.006437	0	0	0	6.066367	12.132734	0	5.749512	0	0	0	0	1.94416667	9.035278	1.013889	0	0	267	-2.4	-1.59	-6.57	5.86	7.7	0.57	0	-1.06	0.24	0	0	0	0	1	0	0	0	117	455	0.4	1.39	0	1.357	1.535	1.405576	2.484738	1.576226	1.024275	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	9.035278	0	-0.19523	0.381444	0	0	0	0.940445	0.915646	1.894842	0	0	0.80098	0.173405	-0.507886	0.293094	0	0	1	2	6	0	1	2.807355	0	0	0.568	2.748632	1.936766	3.803	1.060222	0.833799	0.929037	3.177566	0	0	-0.196111	-0.47069	1.3	1.56	2	0	1.248907	2.153299	0	0	1.666667	0	10	0
"307-24-4"	"307-24-4"	11	2	0	0	17	1	0	0.833333	0	3.1745	10.07745	16.4759	0.809419	5.98964	3314.447	4.616	0	0	0.085	0	0	-1.3	3.783907	3.486137	1.864211	0.357191	0.568662	1.543752	2.019241	1	0	-3.990602	0	0	-7.680417	3.990602	35.83572	0	0	0	0	0	0	5.106527	53.089103	-0.11073	-0.258141	0.01364	-0.116267	-0.270299	0.005299	0.006554	0.013585	0	1.496566	0.808086	0.676409	1.546402	1.404101	0.865468	0.8046	0	0.174342	0.168131	-0.210297	0.390552	0.287155	0	0.994252	-0.476627	0	0.296508	-0.244912	0	0.459648	0.296508	0	40.942248	4.794537	0	0	48.294566	0	58.19563	0	0	0	0	5.969305	5.106527	4.794537	48.294566	0	0	0	0	0	0	0	35.83572	132.65446334	9.60153061	7.519264	0	-7.297109788	0	168	-0.04	-4.04	-9.63	7.34	3.83	0.65	0	-0.46	0.02	0	0	0	0	4	0	0	0	594	5103	0.428571	12.887	0	8.064	4.187	2.178524	2.701939	1.183521	1.255971	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	12.395208	0.025533	-0.11769	0.003588	0.186194	0	0.110005	0.867939	1.559212	0.805592	0.675264	0.118414	0.936275	0.471836	-0.476627	0.459648	0	0	1	1	0	0	0	1	0.769	0	1.432	3.094445	1.506031	3.562	1.518226	1.6	1.137744	2.457717	0	0	0.002861	0.004861	0.6315789	2.85	13	11	0.743769	2.302687	0	0	1.302857	0	19	0
"134-85-0"	"134-85-0"	1	1	0	2	3	1	0	0	0	3.571	12.752041	13.83967	0.701803	2.331051	3647.597	0.814	0	0.185	0	0	0.06	-1.6	3.956608	3.768514	2.022055	0.303565	0.558981	1.391836	2.124185	1	3	0.02061728	1.990772	0	0.02061728	0.02061728	0	16.149536	0	0	36.398202	18.199101	0	11.60094	4.794537	0.006084	-0.04172	-0.04246	0.009496	-0.065117	-0.201809	-0.251678	0.667322	-0.528525	0.48009	0.607499	1.260676	0.503973	0.767959	1.510316	0.994408	2.133233	0.341539	0.227824	-0.076822	0.065003	0.083299	0	0.064958	-0.288616	0	0.062269	-0.288616	0	0.192521	0.063864	0	5.783245	0	5.022633	0	0	0	4.794537	0	0	0	0	17.384185	0	0	0	0	41.932775	24.265468	0	0	0	0	0	0	11.91451247	0.6385293	1.352243	0	0	332	-3.25	-4.79	-5.92	16.07	7.38	1.01	0	-0.85	0.02	1	0	0	0	2	0	0	0	378	1637	0.444444	1.95	0	1.935	2.268	2.252728	2.882347	1.861589	1.625815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11.914512	0.098683	0.000135	-0.028505	0.038875	0.075591	-0.188293	0.555307	0.438444	0.877464	1.642677	0.874397	0.481137	0.099161	-0.288616	0.192521	15.92144	0	0	1	12	0	2	3.807355	0	0	0.68	3.345359	1.985372	3.887	1.333333	1.5	1.396241	2.562907	0	0	-0.015332	-0.011296	0.8	3.36	2	0	1.164862	2.460777	0	0	1.914894	0	15	0
"108-89-4"	"108-89-4"	0	0	1	1	1	0	1	0.166667	0	1.39002	1.932156	12.29614	0.471998	3.021465	47.19725	0.289	0	0.102	0	0	0.025	-0.85	3.758895	2.832928	0.911063	0.340351	0.76071	1.295836	2.117963	0	1	0	1.259259	0	1.259259	1.259259	0	0	0	5.563451	12.393687	19.056471	4.983979	0	0	-0.166667	-0.125	-1	-0.166667	-0.125	-0.066667	-1	0	0	1	0	0	1	0.875	3.5	0	0	0.609638	0.193423	-0.086844	0.048247	0	0.070075	0.008684	0	-0.264717	0.027966	0	-0.264717	0.026993	0.083988	0	4.983979	0	0	0	0	0	0	4.983979	0	0	0	0	0	0	0	0	0	24.619923	0	0	0	0	0	0	3.84555556	0	1.259259	3.574074074	2.043333333	145	0.76	1.03	-5.2	2.02	4.16	0.74	1	-0.52	0.53	0	0	0	0	0	0	0	0	42	139	0.25	0.408	0	0.856	1.133	0.999577	2.024819	1.342565	1.107841	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.845556	0	-0.166667	-1	0	0	0	3.5	1	0	0	0	0.348705	0.090641	-0.264717	0.083988	5.563451	0	0	1	6	0	0	2.807355	0	0	0.192	2.616865	1.909622	3.741	1.107841	0.911063	1.400689	2.896292	0	0	-0.066667	0	1.2857143	1.22	1	0	1.0818	1.689392	0	0	1.826087	0	7	0
"88-69-7"	"88-69-7"	0	1	0	1	4	0	0	0.333333	0	2.5156	6.328243	12.4098	0.628547	3.031328	182.2382	0.705	0	0.083	0	0	0.028	-0.98	3.832786	3.215488	1.375666	0.270709	0.691515	1.20721	2.27517	0	2	0	1.416667	0	0.400463	0.400463	0	11.667418	5.563451	0	6.066367	18.199101	13.847474	0	5.106527	0	-0.059829	-0.305556	0	-0.059829	-0.166667	-0.305556	0	0	0.5	0	0	0.5	0.769231	1.875	0	0	0.603	0.348151	-0.093544	0.064761	0.257724	0	0.03192	-0.507665	0	0.023648	-0.507665	0	0.118524	0.293108	0	5.106527	0	0	0	0	5.749512	5.106527	0	0	0	5.749512	0	5.106527	0	0	0	32.046576	17.547725	0	5.749512	0	0	0	0	0	9.280926	1.016204	0	4.129074074	214	-1.01	-1.99	-6.15	9.48	6.51	0.6	0	-1.01	0.12	0	0	0	0	1	0	0	0	114	481	0.4	1.498	0	1.227	1.221	1.294297	2.501088	1.668918	1.102939	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9.280926	0	0	-0.305556	0	0	0	1.875	0.5	0	0	0	0.800773	0.130807	-0.507665	0.293108	25.328832	0	1	1	6	0	1	2.807355	0	0	0.723	2.768185	1.979839	3.833	1.159535	1.01203	1.01203	3.083765	0	0	-0.166667	0.111111	1.2	2.88	1	0	1.248907	2.184261	0	0	1.666667	0	10	0
"129-06-6"	"129-06-6"	0	4	0	3	6	2	1	0.157895	1	2.9776	8.866102	12.70457	0.694749	2.258072	187785	1.553	0	0.231	0	0	0.073	-2.88	4.08281	3.791472	1.536938	0.261292	0.707134	1.371244	2.579576	1	3	-0.09184104	0.4022539	0	-0.6770342	0.01861111	11.543492	5.386224	5.563451	6.923737	24.265468	30.331835	0	4.417151	14.695602	-0.031579	0.063534	0.039811	-0.031579	0.063534	-0.171745	0.039811	0.15	0.024291	0.665789	1.365722	1.236466	0.665789	0.760902	1.109649	1.365722	0.512146	0.353507	0.231291	-0.154097	0.066616	1.088792	0	0.190806	-0.871591	0	0.031012	-0.246121	0	0.338968	0.066238	10.732114	5.783245	4.794537	0	10.969244	0	5.749512	14.318216	0	0	0	5.749512	16.752489	9.523678	4.794537	0	0	54.280448	18.553556	0	11.366265	0	0	5.625586	5.29079011	24.02460806	13.12757	0.3584915	0.085668226	1.447502362	416	-7.81	-5.74	-10.43	20.3	10.52	0.82	0	0.08	0.04	0	0	0	0	4	0	1	0	1092	8251	0.5	3.43	0	3.783	3.728	2.878886	3.357005	1.95624	1.029458	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	12.774247	0.15	-0.031579	0.039811	-0.119617	0.024291	-0.119617	1.109649	0.665789	1.365722	1.236466	0.907895	1.210559	0.1411	-0.871591	0.338968	30.389368	0	0	4	17	0	2	4.321928	0	0	1.274	3.493439	2.07723	4.028	0.618678	0.440918	0.566047	3.71099	0	0	-0.171745	-0.2861	1.0869565	0.67	4	0	1.707653	2.668351	2	0	1.890411	0	23	0
"50-27-1"	"50-27-1"	0	3	0	4	18	0	0	0.666667	0	2.58	6.6564	12.58071	0.687428	1.710271	89570.13	2.077	0.068	0.172	0.118	0.068	0.114	-1.06	3.97868	3.75882	1.383085	0.231781	0.748157	1.272906	2.672567	0	3	0	3.042116	0	-0.5651252	0.1160656	12.207933	23.50323	32.104108	11.126903	6.066367	6.066367	12.990104	0	15.319582	0.020833	-0.017544	-0.080808	0.020833	-0.017544	0.083333	-0.080808	-0.222222	-0.611111	0.486111	1.088889	1.296296	0.486111	0.614035	0.824916	1.088889	2.592593	0.286454	0.165285	-0.098514	0.065676	0.562417	0	0.046528	-0.507956	0	0.02371	-0.389852	0	0.115371	0.293092	0	27.527515	6.420822	0	0	0	5.749512	15.319582	0	17.250803	0	5.749512	0	15.319582	0	0	0	12.990104	78.532454	12.207933	5.749512	0	0	0	0	0	30.20246	2.565348	3.803230715	2.167769799	382	-9.09	-3.89	-8.29	16.45	9.25	1.99	0	-0.45	0.02	0	0	0	0	0	0	6	0	826	6128	0.5	5.557	0	2.28	1.82	1.800651	3.123102	1.8566	0.505664	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10.391005	-0.222222	0.020833	-0.080808	-0.333333	-0.611111	-0.333333	0.824916	0.486111	1.088889	1.296296	1.666667	0.801048	0.119968	-0.507956	0.293092	49.651833	0	3	3	6	3	1	2.807355	0.118	0	3.776	3.321684	2.102622	3.988	0.327886	0.372331	0.433551	4.108768	0	0	0.083333	-0.16	1.1904762	2.45	3	0	1.696081	2.819286	0	0	1.923664	0	21	0
"131860-33-8"	"131860-33-8"	0	5	3	3	11	2	1	0.090909	0	4.09318	16.754123	12.87527	0.330013	1.896983	6644964	1.416	0	0.25	0	0	0.072	-4.38	3.923104	3.835666	1.44764	0.295354	0.739379	1.64057	2.96893	2	6	-0.3918541	1.927883	0	-0.5761848	0.1838161	5.969305	22.625927	0	32.875363	48.530937	0	16.037178	18.947452	10.056429	-0.213701	0.106504	0.235506	-0.212533	0.103825	-0.32576	0.235341	-0.230648	-0.277052	1.069809	0.939464	1.081748	1.068591	0.817714	0.890853	0.935653	1.307561	0.164992	0.111838	-0.190706	0.098429	0.913771	0.117949	0.350768	-0.503439	-0.201212	0.062295	-0.246061	-0.192292	0.34125	0.106562	9.473726	30.156857	14.268263	0	5.573105	0	23.259	23.741989	9.967957	0	14.219595	29.328222	11.54241	18.947452	14.762494	5.261892	0	30.331835	18.199101	32.111494	29.46867	11.759977	0	5.969305	21.37825971	20.26373909	9.196557	1.016234	2.551434065	0	359	-12.08	-4.8	-8.47	24.93	11.69	0.75	0	0.36	0.05	0	0	0	0	7	1	0	0	2630	15911	0.5	3.663	0	5.113	5.921	4.716511	3.458116	1.930515	0.941801	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	12.126699	-0.23186	-0.227588	0.230747	-0.096012	-0.257337	-0.11691	0.88932	1.082764	0.998898	1.126303	1.107326	0.844689	0.200892	-0.503439	0.34125	11.126903	0	0	8	18	0	2	4.459432	0	0	1.009	3.695475	1.95706	3.879	0.712974	0.643929	0.489778	4.106948	0	0	-0.332416	0.005354	0.9666667	2.5	8	0	1.715994	2.585659	0	0	1.914894	0	30	0
"72-55-9"	"72-55-9"	4	0	0	2	6	1	0	0	0	6.1879	38.290106	17.22033	0.619326	2.509573	12051.94	1.355	0	0.167	0	0	0.056	-0.66	4.07784	3.877354	1.846154	0.302005	0.607238	1.419556	2.28679	2	4	0.9641774	3.141895	0	0.2080045	0.2080045	0	10.045267	16.700008	0	24.265468	24.265468	0	46.40376	0	0.015038	0.112637	-0.25	0.015038	0.112637	-0.10989	-0.25	-0.357143	-0.742857	0.575188	1.241883	1.366071	0.575188	0.630495	1.138393	1.241883	2.185714	0.116749	0.158852	-0.051602	0.060203	0	0	0.035813	0	0	0.062979	0	0	0.11476	0.063862	0	0	0	10.045267	5.573105	0	0	0	0	0	0	0	51.976864	0	0	0	0	70.669228	35.392371	0	4.491468	0	0	0	0.20800454	0	1.33315	2.564918	0	0	336	-5.22	-6.78	-4.38	25.02	9.44	1.22	0	1.71	0.01	4	0	0	0	2	0	0	0	603	3203	0.5	2.594	0	0.967	1.915	3.211631	3.312872	1.841132	1.96229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.971502	-0.357143	0.015038	-0.25	0.928571	-0.742857	0.928571	1.138393	0.575188	1.241883	1.366071	0.910714	0.199104	0.081406	-0.084344	0.11476	11.126903	0	0	0	12	0	2	3.807355	0	0	1.403	3.824246	1.98228	3.921	1.827299	1.644419	1.96229	2.854286	0	0	-0.10989	-0.298701	0.6111111	6.73	4	0	1.190525	2.41365	0	0	1.8	0	18	0
